1514	The Battle of Orsha halts Muscovy's expansion into Eastern Europe.
1514	Dózsa rebellion (peasant revolt) in Hungary.
1514	The Battle of Chaldiran, the Ottoman Empire gains decisive victory against Safavid dynasty.
1515	The Ottoman Empire wrests Eastern Anatolia from the Safavids after the Battle of Chaldiran.
1516	The Ottomans defeat the Mamluks and gain control of Egypt, Arabia, and the Levant.
1517	The Sweating sickness epidemic in Tudor England.
1517	The Protestant Reformation begins when Martin Luther posts his 95 Theses in Saxony.
1518	Mir Chakar Khan Rind leaves Baluchistan and settled in Punjab.
1518	Leo Africanus, also known as al-Hasan ibn Muhammad al-Wazzan al-Fasi), an Andalusian Berber diplomat who is best known for his book Descrittione dell’Africa (Description of Africa) describing the geography of North Africa, is captured by Spanish pirates; he will be taken to Rome and presented to Pope Leo X.
1518	The Dancing Plague of 1518 begins in Strasbourg, lasting for about one month.
1519	Leonardo da Vinci dies of natural causes on May 2.
1519	Wang Yangming, the Chinese philosopher and governor of Jiangxi province, describes his intent to use the firepower of the fo-lang-ji, a breech-loading Portuguese culverin, in order to suppress the rebellion of Prince Zhu Chen-hao.
1519	Barbary pirates led by Hayreddin Barbarossa a Turk appointed to ruling position in Algiers by the Ottoman Empire, raid Provence and Toulon in southern France.
1519	Charles I of Spain becomes Emperor of Holy Roman Empire as Charles V, Holy Roman Emperor (ruled until 1556).
1519	Spanish expedition commanded by Magellan and Elcano first to circle Earth
1519	Hernán Cortés leads the Spanish conquest of Mexico.
1520	The reign of Suleiman the Magnificent marks the zenith of the Ottoman Empire.
1520	The first European diplomatic mission to Ethiopia, sent by the Portuguese, arrives at Massawa 9 April, and reaches the imperial encampment of Emperor Dawit II in Shewa 9 October.
1520	The Yousafzais defeat Dilazaks at the battle of Katlang to found the Yousafzai dynasty in Pakhtunkhwa in modern day Pakistan and Afghanistan.
1520	The Portuguese established a trading post in the village of Lamakera on the eastern side of Solor (in present day Indonesia) as a transit harbour between Maluku and Malacca.
1520	Sultan Ali Mughayat Shah of Aceh begins an expansionist campaign capturing Daya on the west Sumatran coast (in present day Indonesia), and the pepper and gold producing lands on the east coast.
1521	Belgrade (in present day Serbia) is captured by the Ottoman Empire.
1521	After building fortifications at Tuen Mun, the Portuguese attempt to invade Ming Dynasty China, but are expelled by Chinese naval forces.
1521	Philippines encountered by Ferdinand Magellan. He was later killed in battle in central Philippines in the same year.
1521	Jiajing Emperor ascended the throne of Ming Dynasty, China.
1521	November, Ferdinand Magellan's expedition reaches Maluku (in present day Indonesia) and after trade with Ternate returns to Europe with a load of cloves.
1521	Pati Unus led invasion of Malacca (in present day Malaysia) against the Portuguese occupation. Pati Unus was killed in this battle, and was succeeded by his brother, king Trenggana.
1522	Rhodes falls to the Ottoman Turks of Suleiman the Magnificent.
1522	The Portuguese ally themselves with the rulers of Ternate (in present day Indonesia) and begin construction of a fort.
1522	August, Luso Sundanese Treaty signed between Portugal and Sunda Kingdom granted Portuguese permit to build fortress in Sunda Kelapa
1523	Sweden gains independence from the Kalmar Union.
1523	The Cocoa bean was introduced to Spain by Hernán Cortés
1524	German Peasants' War in the Holy Roman Empire.
1524	Giovanni da Verrazzano is the first European to explore the Atlantic coast of North America between South Carolina and Newfoundland.
1524	Ismail I, the founder of Safavid dynasty, dies and Tahmasp I becomes king.
1525	Spain and Germany defeat France at the Battle of Pavia, Francis I of France is captured.
1526	The Ottomans defeat the Kingdom of Hungary at the Battle of Mohács.
1526	Mughal Empire, founded by Babur, rules India until 1857.
1527	Sack of Rome, which is considered the end of the Italian Renaissance.
1527	Protestant Reformation begins in Sweden.
1527	The last ruler of Majapahit falls from power. This state (located in present day Indonesia) was finally extinguished at the hands of the Demak. A large number of courtiers, artisans, priests, and members of the royalty moved east to the island of Bali; however, the power and the seat of government transferred to Demak under the leadership of Pangeran, later Sultan Fatah.
1527	June 22, The Javanese Prince Fatahillah of the Cirebon Sultanate successfully defeated the Portuguese armed forces at the site of the Sunda Kelapa Harbor. The city was then renamed Jayakarta, meaning "a glorious victory." This eventful day came to be acknowledged as Jakarta's Founding Anniversary, and Fatahillah Park was named after the heroic prince.
1529	The Austrians defeat the Ottoman Empire at the Siege of Vienna.
1529	Treaty of Zaragoza defined the antimeridian of Tordesillas attributing the Moluccas to Portugal and Philippines to Spain.
1529	Imam Ahmad Gragn defeats the Ethiopian Emperor Dawit II in the Battle of Shimbra Kure, the opening clash of the Ethiopian–Adal War
1531	The Church of England breaks away from the Roman Catholic Church and recognizes King Henry VIII as the head of the Church.
1531	The Inca Civil War is fought between the two brothers, Atahualpa and Huáscar.
1532	Francisco Pizarro leads the Spanish conquest of the Inca Empire.
1533	Anne Boleyn becomes Queen of England.
1533	Elizabeth Tudor is born.
1534	Jacques Cartier claims Quebec for France.
1534	The Ottomans capture Baghdad.
1534	Affair of the Placards – Francis becomes more active in repression of French Protestants.
1535	The Münster Rebellion, an attempt of radical, millennialist, Anabaptists to establish a theocracy ends in bloodshed.
1535	The Portuguese in Ternate depose Sultan Tabariji (or Tabarija) and send him to Portuguese Goa where he converts to Christianity and bequeaths his Portuguese godfather Jordao de Freitas the island of Ambon.
1536	Katherine of Aragon dies in Kimbolton Castle, in England.
1536	In England, Anne Boleyn is beheaded for adultery and treason.
1536	Establishment of the Inquisition in Portugal
1536	Foundation of Buenos Aires (in present day Argentina) by Pedro de Mendoza
1537	Portuguese establishes Recife in Pernambuco, north-east of Brazil.
1537	William Tyndale's partial translation of the Bible into English is published, which would eventually be incorporated into the King James Bible.
1538	Gonzalo Jiménez de Quesada founds Bogotá.
1538	Spanish–Venetian fleet is defeated by the Ottoman Turks at the Battle of Preveza.
1539	Hernando de Soto explores inland North America.
1540	Sher Shah Suri founds Suri dynasty in South Asia, an ethnic Pashtun (Pathan) of the house of Sur, who supplanted the Mughal dynasty as rulers of North India during the reign of the relatively ineffectual second Mughal emperor Humayun. Sher Shah decisively defeats Central Asian invader Humayun in the Battle of Bilgram (May 17, 1540).
1541	Pedro de Valdivia founds Santiago de Chile.
1541	An Algerian military campaign by Charles V of Spain (Habsburg) is unsuccessful.
1541	Amazon River is encountered and explored by Francisco de Orellana.
1541	Capture of Buda and the absorption of the major part of Hungary by the Ottoman Empire.
1541	Sahib I Giray of Crimea invades Russia.
1542	War resumes between Francis I of France and Emperor Charles V. This time Henry VIII is allied with the Emperor, while James V of Scotland and Sultan Suleiman I are allied with the French.
1542	Spanish explorer Ruy López de Villalobos named the island of Samar and Leyte Las Islas Filipinas honoring Philip II of Spain and became the official name of the archipelago.
1543	Ethiopian/Portuguese troops decisively defeat the Adal-Ottoman Muslim army at the Battle of Wayna Daga; Imam Ahmad Gragn killed.
1543	Copernicus publishes his theory that the Earth and the other planets revolve around the Sun
1543	The Nanban trade period begins after Portuguese traders make contact with Japan.
1544	The French defeat an Imperial–Spanish army at the Battle of Ceresole.
1544	Battle of the Shirts in Scotland. The Frasers and Macdonalds of Clan Ranald fight over a disputed chiefship; reportedly, 5 Frasers and 8 Macdonalds survive.
1545	Songhai forces sack the Malian capital of Niani
1545	The Council of Trent meets for the first time in Trent (in northern Italy).
1546	Michelangelo Buonarroti is made chief architect of St. Peter's Basilica.
1546	Francis Xavier works among the peoples of Ambon, Ternate and Morotai (Moro) laying the foundations for a permanent mission. (to 1547)
1547	Henry VIII dies in the Palace of Whitehall on 28 January at the age of 55.
1547	Edward VI becomes King of England and Ireland on 28 January and is crowned on 20 February at the age of 9.
1547	Emperor Charles V decisively dismantles the Schmalkaldic League at the Battle of Mühlberg.
1547	Grand Prince Ivan the Terrible is crowned tsar of (All)Russia, thenceforth becoming the first Russian tsar.
1548	Battle of Uedahara: Firearms are used for the first time on the battlefield in Japan, and Takeda Shingen is defeated by Murakami Yoshikiyo.
1548	Askia Daoud, who reigned from 1548 to 1583, establishes public libraries in Timbuktu (in present day Mali).
1548	The Ming Dynasty government of China issues a decree banning all foreign trade and closes down all seaports along the coast; these Hai jin laws came during the Wokou wars with Japanese pirates.
1549	Tomé de Souza establishes Salvador in Bahia, north-east of Brazil.
1549	Arya Penangsang with the support of his teacher, Sunan Kudus, avenged the death of Raden Kikin by sending an envoy named Rangkud to kill Sunan Prawoto by Keris Kyai Satan Kober (in present day Indonesia).
1550	The architect Mimar Sinan builds the Süleymaniye Mosque in Istanbul.
1550	Mongols led by Altan Khan invade China and besiege Beijing.
1550	Valladolid debate concerning the human rights of the Indigenous people of the Americas
1551	Fifth outbreak of sweating sickness in England. John Caius of Shrewsbury writes the first full contemporary account of the symptoms of the disease.
1551	North African pirates enslave the entire population of the Maltese island Gozo, between 5,000 and 6,000, sending them to Libya.
1552	Russia conquers the Khanate of Kazan in central Asia.
1553	Mary Tudor becomes the first queen regnant of England and restores the Church of England under Papal authority.
1553	Portuguese found a settlement at Macau.
1554	Portuguese missionaries José de Anchieta and Manuel da Nóbrega establishes São Paulo, southeast Brazil. Shakespeare is born [23 April]
1555	The Muscovy Company is the first major English joint stock trading company.
1556	Publication in Venice of Delle Navigiationi et Viaggi (terzo volume) by Giovanni Battista Ramusio, secretary of Council of Ten, with plan La Terra de Hochelaga, an illustration of the Hochelaga.
1556	The Shaanxi Earthquake in China is history's deadliest known earthquake.
1556	Georgius Agricola, the "Father of Mineralogy", publishes his De re metallica.
1556	Akbar the Great defeats the Sultan of Bengal at the Second battle of Panipat
1556	Russia conquers the Astrakhan Khanate.
1556	During his reign, Akbar expands the Mughal Empire in a series of conquests (in the Indian subcontinent).
1556	Mir Chakar Khan Rind captured Delhi with Emperor Humayun.
1556	Pomponio Algerio, radical theologian, is executed by boiling in oil as part of the Roman inquisition.
1557	Due to high debts, Habsburg Spain declares bankruptcy. Philip II of Spain had to declare four state bankruptcies in 1557, 1560, 1575 and 1596.
1557	The Portuguese settle in Macau (on the western side of the Pearl River Delta across from present day Hong Kong).
1557	The Ottomans capture Massawa, all but isolating Ethiopia from the rest of the world.
1558	Elizabeth Tudor becomes Queen Elizabeth I at age 25.
1558	The Elizabethan era is considered the height of the English Renaissance.
1558	Livonian War between Poland, Grand Principality of Lithuania, Sweden, Denmark and Russia.
1558	After 200 years, the Kingdom of England loses Calais to France.
1559	With the Peace of Cateau Cambrésis, the Italian Wars conclude.
1559	Sultan Khairun of Ternate (in present day Indonesia) protests the Portuguese's Christianisation activities in his lands. Hostilities between Ternate and the Portuguese.
1560	Ottoman navy defeats the Spanish fleet at the Battle of Djerba.
1560	Elizabeth Bathory is born in Nyirbator, Hungary.
1560	By winning the Battle of Okehazama, Oda Nobunaga becomes one of the pre-eminent warlords of Japan
1561	Sir Francis Bacon is born in London.
1561	Guido de Bres draws up the Belgic Confession of Protestant faith.
1562	Mughal leader Akbar reconciles the Muslim and Hindu factions by marrying into the powerful Rajput Hindu caste.
1562	French Wars of Religion between Catholics and Huguenots.
1562	Massacre of Wassy and Battle of Dreux in the French Wars of Religion.
1562	Portuguese Dominican priests build a palm-trunk fortress which Javanese Muslims burned down the following year. The fort was rebuilt from more durable materials and the Dominicans commenced the Christianisation of the local population.
1563	Plague outbreak claimed 80,000 people in Elizabethan England. In London alone, over 20,000 people died of the disease.
1564	Galileo Galilei born on February 15
1564	William Shakespeare baptized 26 April
1565	Battle of Talikota fought between the Hindu kingdom of Vijayanagar and the Deccan sultanates.
1565	Mir Chakar Khan Rind died age of 97.
1565	Estácio de Sá establishes Rio de Janeiro in Brazil.
1565	The Hospitallers, a Crusading Order, defeat the Ottoman Empire at the Siege of Malta (1565).
1565	Miguel López de Legazpi establishes in Cebu the first Spanish settlement in the Philippines starting a period of Spanish colonization that would last over three hundred years.
1565	Spanish navigator Andres de Urdaneta discovers the maritime route from Asia to the Americas across the Pacific Ocean, also known as the tornaviaje.
1566	Suleiman the Magnificent, ruler of the Ottoman Empire, dies on September 7.
1566	Eighty Years' War between Spain and the Netherlands.
1567	After 45 years' reign, Jiajing Emperor died in the Forbidden City, Longqing Emperor ascended the throne of Ming Dynasty.
1567	Mary, Queen of Scots, is imprisoned by Elizabeth I.
1568	Morisco Revolt in Spain.
1568	The Azuchi-Momoyama period in Japan.
1568	Hadiwijaya sent his adopted son and son in-law Sutawijaya, who would later become the first ruler of the Mataram dynasty of Indonesia, to kill Aryo Penangsang.
1569	Rising of the North in England.
1569	The Polish–Lithuanian Commonwealth is created with the Union of Lublin which lasts until 1795.
1569	Peace treaty signed by Sultan Khairun of Ternate and Governor Lopez De Mesquita of Portuguese.
1570	Ivan the Terrible, tsar of Russia, orders the massacre of inhabitants of Novgorod.
1570	Pope Pius V issues Regnans in Excelsis, a papal bull excommunicating all who obeyed Elizabeth I and calling on all Roman Catholics to rebel against her.
1570	Sultan Hairun of Ternate (in present day Indonesia) is killed by the Portuguese. The reign of Sultan Baabullah.
1571	Pope Pius V completes the Holy League as a united front against the Ottoman Turks.
1571	The Spanish-led Holy League navy destroys the Ottoman Empire navy at the Battle of Lepanto.
1571	Crimean Tatars attack and sack Moscow, burning everything but the Kremlin.
1571	American Indians kill Spanish missionaries in what would later be Jamestown, Virginia.
1571	Spanish conquistador Miguel López de Legazpi establishes Manila, Philippines as the capital of the Spanish East Indies.
1572	Brielle is taken from Habsburg Spain by Protestant Watergeuzen in the Capture of Brielle, in the Eighty Years' War.
1572	Spanish conquistadores apprehend the last Inca leader Tupak Amaru at Vilcabamba, Peru, and execute him in Cuzco.
1572	Catherine de' Medici instigates the St. Bartholomew's Day massacre which takes the lives of Protestant leader Gaspard de Coligny and thousands of Huguenots. The violence spreads from Paris to other cities and the countryside.
1572	First edition of the epic The Lusiads of Luís Vaz de Camões, three years after the author returned from the East.
1572	The 9 years old Taizi, Zhu Yijun ascended the throne of Ming Dynasty, known as Wanli Emperor.
1573	After heavy losses on both sides the Siege of Haarlem ends in a Spanish victory.
1574	in the Eighty Years' War the capital of Zeeland, Middelburg declares for the Protestants.
1574	After a siege of 4 months the Siege of Leiden ends in a comprehensive Dutch rebel victory.
1575	Oda Nobunaga finally captures Nagashima fortress.
1575	Following a five-year war, the Ternateans under Sultan Baabullah defeated the Portuguese.
1576	Tahmasp I, Safavid king, died.
1576	Sack of Antwerp by badly paid Spanish soldiers.
1577	Francis Drake circles the world.
1577	Ki Ageng Pemanahan built his palace in Pasargede or Kotagede.
1578	King Sebastian of Portugal is killed at the Battle of Alcazarquivir.
1578	The Portuguese establish a fort on Tidore but the main centre for Portuguese activities in Maluku becomes Ambon.
1579	The Union of Utrecht unifies the northern Netherlands, a foundation for the later Dutch Republic.
1579	The Union of Arras unifies the southern Netherlands, a foundation for the later states of the Spanish Netherlands, the Austrian Netherlands and Belgium
1579	The British navigator Sir Francis Drake passes through Maluku and transit in Ternate on his circumnavigation of the world. The Portuguese establish a fort on Tidore but the main centre for Portuguese activities in Maluku becomes Ambon.
1580	Drake's royal reception after his attacks on Spanish possessions influences Philip II of Spain to build up the Spanish Armada. English ships in Spanish harbours are impounded.
1580	Spain unifies with Portugal under Philip II. The struggle for the throne of Portugal ends the Portuguese Empire. The Spanish and Portuguese crowns are united for 60 years, i.e. until 1640.
1582	Oda Nobunaga is assassinated by his general, Akechi Mitsuhide.
1582	Pope Gregory XIII issues the Gregorian calendar. The last day of the Julian calendar was Thursday, 4 October 1582 and this was followed by the first day of the Gregorian calendar, Friday, 15 October 1582
1582	Yermak Timofeyevich conquers the Siberia Khanate on behalf of the Stroganovs.
1583	Death of Sultan Baabullah of Ternate.
1584	After the Siege of Antwerp, many of its merchants flee to Amsterdam. According to Luc-Normand Tellier, "At its peak, between 1510 and 1557, Antwerp concentrated about 40% of the world trade...It is estimated that the port of Antwerp was earning the Spanish crown seven times more revenues than the Americas."
1584	Ki Ageng Pemanahan died. Sultan Pajang raised Sutawijaya, son of Ki Ageng Pemanahan as the new ruler in Mataram, titled "Loring Ngabehi Market" (because his home in the north of the market).
1585	Colony at Roanoke founded in North America
1585	The Anglo-Spanish War is fought on both sides of the Atlantic.
1587	The reign of Abbas I marks the zenith of the Safavid dynasty.
1587	The troops that would invade Pajang Sultanate of Mataram storm ravaged the eruption of Mount Merapi. Sutawijaya and his men survived.
1588	Mataram into the kingdom with Sutawijaya as Sultan, titled "Senapati Ingalaga Sayidin Panatagama" means the warlord and cleric Manager Religious Life.
1588	England repulses the Spanish Armada.
1589	Spain repulses the English Armada.
1590	Siege of Odawara the Go-Hojo clan surrendered to Toyotomi Hideyoshi, and Japan was unified (1590).
1591	Gazi Giray leads a huge Tatar expedition against Moscow.
1591	In Mali, Moroccan forces of the Sultan Ahmad al-Mansur led by Judar Pasha defeat the Songhai Empire at the Battle of Tondibi.
1592	John Stow reports 10,675 plague deaths in London, a city of approximately 200,000 people.
1592	Korea, with the help of Ming Dynasty China, repels two Japanese invasions.
1593	The Long War between the Habsburg monarchy and the Ottoman Turks.
1595	First Dutch expedition to Indonesia sets sail for the East Indies with two hundred and forty-nine men and sixty-four cannons led by Cornelis de Houtman.
1596	Birth of René Descartes.
1596	June, de Houtman’s expedition reaches Banten the main pepper port of West Java where they clash with both the Portuguese and Indonesians. It then sails east along the north coast of Java losing twelve crew to a Javanese attack at Sidayu and killing a local ruler in Madura.
1597	de Houtman’s expedition returns to the Netherlands with enough spices to make a considerable profit.
1598	The Edict of Nantes ends the French Wars of Religion.
1598	Abbas I moved Safavids capital from Qazvin to Isfahan in 1598.
1598	Russia descends into anarchy during the Time of Troubles.
1598	The Portuguese require an armada of 90 ships to put down a Solorese uprising. (to 1599)
1598	More Dutch fleets leave for Indonesia and most are profitable.
1599	The Mali Empire is defeated at the Battle of Jenné
1599	The van Neck expedition returns to Europe. The expedition makes a 400 per cent profit. (to 1600)
1599	March, Leaving Europe the previous year, a fleet of eight ships under Jacob van Neck was the first Dutch fleet to reach the ‘Spice Islands’ of Maluku.
1600	Giordano Bruno is burned at the stake for heresy in Rome.
1600	Battle of Sekigahara in Japan. End of the Warring States period and beginning of the Edo period.
1600	The Portuguese win a major naval battle in the bay of Ambon. Later in the year, the Dutch join forces with the local Hituese in an anti-Portuguese alliance, in return for which the Dutch would have the sole right to purchase spices from Hitu.
1600	Elizabeth I grants a charter to the British East India Company beginning the English advance in Asia.
1601	Battle of Kinsale, England defeats Irish and Spanish forces at the town of Kinsale, driving the Gaelic aristocracy out of Ireland and destroying the Gaelic clan system.
1601	Michael the Brave (first unifier of Romania), voivode of Wallachia, Moldavia and Transylvania, is assassinated by the order of the Habsburg general Giorgio Basta at Câmpia Turzii.
1601	The Russian famine of 1601–1603 kills perhaps one-third of Russia.
1601	Panembahan Supati Ingalaga, first king of Mataram, dies and passes rule to his son Panembahan Seda ing Krapyak
1601	Matteo Ricci is given permission to live in Beijing.
1602	Matteo Ricci produces the Map of the Myriad Countries of the World (坤輿萬國全圖, Kūnyú Wànguó Quántú), a world map that will be used throughout East Asia for centuries.
1602	The Portuguese send a major (and last) expeditionary force from Malacca which succeeded in reimposing a degree of Portuguese control.
1602	The Dutch East India Company (VOC) is established by merging competing Dutch trading companies. Its success contributes to the Dutch Golden Age.
1602	June, British East India Company's first voyage, commanded by Sir James Lancaster, arrives in Aceh and sails on to Bantam where he is allowed to build trading post which becomes the centre of British trade in Indonesia until 1682.
1602	Two emissaries from the Aceh Sultanate visit the Dutch Republic.
1603	Elizabeth I of England dies and is succeeded by her cousin King James VI of Scotland, uniting the crowns of Scotland and England.
1603	Tokugawa Ieyasu takes the title of Shogun, establishing the Tokugawa Shogunate. This begins the Edo period, which will last until 1869.
1603	After modernizing his army, Abbas I expands the Persian Empire by capturing territory from the Ottomans and the Portuguese.
1603	First permanent Dutch trading post is established in Banten, West Java. First successful VOC privateering raid on a Portuguese ship.
1604	A second English East India Company voyage commanded by Sir Henry Middleton reaches Ternate, Tidore, Ambon and Banda. Fierce VOC hostility is encountered in Banda thus beginning Anglo-Dutch competition for access to spices
1605	Tokugawa Ieyasu passes the title of Shogun to his son, Tokugawa Hidetada, and "retires" to Sunpu.
1605	Gunpowder Plot failed in England.
1605	The fortresses of Veszprém and Visegrad[disambiguation needed] are retaken by the Ottomans.
1605	February, The VOC in alliance with Hitu prepare to attack a Portuguese fort in Ambon but the Portuguese surrender.
1605	Panembahan Seda ing Krapyak of Mataram establishes control over Demak, former center of the Demak Sultanate.
1605	The King of Gowa, a Makassarese kingdom in South Sulawesi, converts to Islam
1606	The Long War between the Ottoman Empire and Austria is ended with the Peace of Zsitvatorok—Austria abandons Transylvania.
1606	Treaty of Vienna ends anti-Habsburg uprising in Royal Hungary.
1606	Assassination of Stephen Bocskay of Transylvania.
1606	Time of Troubles: Vasili IV becomes Tzar of Russia.
1606	The Dutch East India Company enters into an alliance with the Johor Sultanate to attack Portuguese Malacca, but they are repelled.
1606	Captain Willem Janszoon and his crew aboard the Dutch East India Company ship Duyfken becomes the first recorded Europeans to sight and make landfall in Australia.
1606	A Spanish fleet occupies Ternate and Tidore.
1607	Jamestown, Virginia, is settled as what would become the first permanent English colony in North America.
1607	Flight of the Earls (the fleeing of most of the native Gaelic aristocracy) occurs from County Donegal in the west of Ulster in Ireland.
1607	Iskandar Muda becomes the Sultan of Aceh (r. 1607–1637). He will launch a series of naval conquests that will transform Aceh into a great power in the western Malay Archipelago.
1608	Quebec City founded by Samuel de Champlain in New France (present-day Canada).
1608	The Dutch East India Company establishes a settlement in Siamese Ayutthaya.
1609	The Netherlands and Spain agree to a Twelve Years' Truce in the Eighty Years' War.
1609	Maximilian of Bavaria establishes the Catholic League.
1609	The Dutch East India Company establishes a factory in Hirado, Japan. VOC traders also make forays into South Sulawesi and Banjarmasin, Borneo.
1610	Pedro de Peralta, governor of New Mexico, establishes the settlement of Santa Fe.
1610	The Polish–Lithuanian Commonwealth army defeats combined Russian- Swedish forces at the Battle of Klushino and conquers Moscow.
1610	The VOC appoints Pieter Both as its first Governor-General to enable firmer control of their affairs in Asia. Previously all business had (in theory) required the approval of the Heeren XVII, a group of seventeen shareholders in Amsterdam.
1610	Ottoman Grand Vizier Kuyucu Murad Pasha is able to crush the major remnants of the Jelali Revolts, bringing an end to general anarchy in Anatolia.
1610	Matteo Ricci dies in Beijing.
1610	Panembahan Seda ing Krapyak of Mataram in Central Java attacks Surabaya, a major power on the north coast.
1611	The Pontifical and Royal University of Santo Tomas, the oldest existing university in Asia, established by the Dominican Order in Manila
1611	The English establish trading posts at Sukadana (southwest Kalimantan), Makassar, Jayakarta and Jepara in Java, and Aceh, Pariaman and Jambi in (Sumatra) threatening Dutch ambitions for a monopoly on East Indies trade.
1611	The Kingdom of Gowa ends its major push to convert the Makassarese and Bugis in South Sulawesi to Islam.
1611	The Dutch establish a post at Jayakarta (later 'Batavia' and then 'Jakarta').
1611	A Dutch trader is killed in Banjarmasin and the Dutch East India Trading Company sacks the city.
1612	Sultan Iskandar Muda of Aceh captures the North Sumatran port of Deli.
1613	The Time of Troubles in Russia ends with the establishment of the House of Romanov, which rules until 1917.
1613	Polish–Lithuanian Commonwealth is invaded by the Tatars dozens of times.
1613	The Dutch expel the Portuguese from their Solor fort, but won't stay for long.
1613	The Dutch East India Company makes its first forays into Timor.
1613	Sultan Iskandar Muda of Aceh captures the North Sumatran port of Aru, subjugating the Sultanate of Deli. This allows Aceh to focus its expansionary efforts on the Straits of Malacca. Iskandar Muda continues on to sack Johor and kidnap its Sultan's family, but is later forced to retreat back to Aceh.
1613	The Dutch East India Company is forced to evacuate Gresik because of the Mataram siege of neighboring Surabaya. The VOC enters into negotiations with Mataram and is allowed to set up a trading post in Jepara.
1613	Panembahan Seda ing Krapyak of Mataram dies and is succeeded by his son.
1614	Sultan Iskandar Muda of Aceh sinks a Portuguese fleet off of Bintan Island.
1615	The Battle of Osaka (last major threat to Tokugawa Shogunate) ends.
1615	A Dutch East India Company attack on Portuguese Malacca is repelled.
1615	The Portuguese stop hiring Japanese mercenaries after a brawl in Malacca.
1615	Panembahan ing Alaga of Mataram conquers the Eastern Salient of Java (the heartland of the old Majapahit Empire).
1615	The Dutch East India Company is in open hostilities with the Kingdom of Gowa, South Sulawesi.
1616	The last remaining Moriscos (Moors who had nominally converted to Christianity) in Spain are expelled.
1616	Death of retired Shogun Tokugawa Ieyasu.
1616	English poet and playwright William Shakespeare dies.
1617	Sultan Iskandar Muda of Aceh conquers Pahang on the South China Sea.
1617	Panembahan ing Alaga of Mataram puts down a major revolt in Pajang.
1618	The Defenestration of Prague.
1618	The Bohemian Revolt precipitates the Thirty Years' War, which devastates Europe in the years 1618–48.
1618	Bethlen Gabor, Prince of Transylvania joins Protestant Rebels.
1618	The Manchus start invading China. Their conquest eventually topples the Ming Dynasty.
1618	Dispute leads to the execution of Dutchmen in Mataram-controlled Jepara.
1619	Bethlen Gabor is defeated outside Vienna.
